date,open,high,low,close,volume
2020-09-22,31350.0,32000.0,25250.0,29000.0,4178431
2020-09-23,29000.0,29200.0,25400.0,27150.0,2421905
2020-09-24,26000.0,26500.0,24750.0,24800.0,1247736
2020-09-25,25300.0,26600.0,23450.0,23800.0,1034925
2020-09-28,24100.0,24450.0,22500.0,22950.0,759295
2020-09-29,23200.0,24500.0,22350.0,24450.0,823603
2020-10-05,24300.0,25100.0,23500.0,24700.0,415490
2020-10-06,24700.0,26000.0,24300.0,25100.0,444317
2020-10-07,25000.0,25450.0,24500.0,24550.0,247160
2020-10-08,24600.0,24650.0,23500.0,23900.0,411217
2020-10-12,23800.0,23800.0,22500.0,22500.0,594649
2020-10-13,22600.0,22750.0,21500.0,21700.0,553641
2020-10-14,21650.0,24150.0,21450.0,23200.0,992124
2020-10-15,23000.0,23100.0,21550.0,21850.0,434736
2020-10-16,21850.0,22250.0,20200.0,20700.0,507903
2020-10-19,21200.0,22150.0,20600.0,21200.0,469964
2020-10-20,21050.0,22200.0,20850.0,21950.0,339709
2020-10-21,21950.0,22350.0,21750.0,22300.0,199785
2020-10-22,21550.0,23500.0,21550.0,23300.0,482741
2020-10-23,23300.0,23400.0,22800.0,22900.0,156928
2020-10-26,22850.0,22900.0,21350.0,21600.0,275722
2020-10-27,21450.0,22200.0,20950.0,21600.0,188285
2020-10-28,21850.0,21900.0,21150.0,21700.0,149552
2020-10-29,21200.0,21450.0,20750.0,21050.0,233176
2020-10-30,21100.0,21350.0,20300.0,20350.0,153841
2020-11-02,20350.0,20600.0,19450.0,19950.0,358281
2020-11-03,19850.0,20400.0,19850.0,20250.0,262853
2020-11-04,20350.0,21500.0,20200.0,21100.0,315771
2020-11-05,21300.0,22100.0,21000.0,21650.0,244804
2020-11-06,21650.0,21700.0,21050.0,21150.0,131985
2020-11-09,21650.0,23500.0,21600.0,23050.0,692888
2020-11-10,23050.0,24750.0,22700.0,24250.0,807777
2020-11-11,24350.0,24700.0,23750.0,24150.0,245493
2020-11-12,24150.0,24650.0,23450.0,24000.0,227432
2020-11-13,23850.0,23850.0,22700.0,23000.0,279561
2020-11-16,23000.0,23300.0,22350.0,22900.0,264240
2020-11-17,22850.0,24200.0,22550.0,23650.0,311119
2020-11-18,23650.0,23850.0,22700.0,23100.0,239543
2020-11-19,23000.0,23200.0,22400.0,22650.0,294689
2020-11-20,22600.0,22850.0,22400.0,22700.0,168008
2020-11-23,22700.0,23250.0,22500.0,23200.0,202267
2020-11-24,23300.0,23300.0,22400.0,22700.0,274160
2020-11-25,22650.0,23050.0,22300.0,22450.0,301555
2020-11-26,23300.0,24650.0,22900.0,23500.0,979965
2020-11-27,23600.0,23700.0,22800.0,23450.0,344799
2020-11-30,23350.0,23800.0,23050.0,23700.0,264746
2020-12-01,23700.0,25100.0,23400.0,24850.0,773654
2020-12-02,24800.0,25050.0,24250.0,24500.0,396514
2020-12-03,24450.0,24600.0,23750.0,24550.0,290613
2020-12-04,24800.0,24800.0,23750.0,24000.0,257007
2020-12-07,23850.0,23950.0,23000.0,23100.0,348733
2020-12-08,22950.0,23350.0,22950.0,23050.0,180092
2020-12-09,23300.0,23500.0,22950.0,23250.0,268227
2020-12-10,22950.0,23200.0,22900.0,23050.0,222816
2020-12-11,23400.0,24250.0,23100.0,23900.0,445333
2020-12-14,23950.0,23950.0,23300.0,23300.0,171431
2020-12-15,23400.0,23900.0,23400.0,23700.0,155427
2020-12-16,23700.0,24250.0,23500.0,24050.0,236965
2020-12-17,24100.0,24100.0,23450.0,23700.0,213093
2020-12-18,23700.0,26200.0,23650.0,26000.0,1084552
2020-12-21,25800.0,26600.0,25450.0,26500.0,443485
2020-12-22,26300.0,26800.0,24750.0,25200.0,436154
2020-12-23,25650.0,26450.0,24300.0,24550.0,539695
2020-12-24,24750.0,25750.0,24600.0,24900.0,292093
2020-12-28,25000.0,25900.0,24650.0,24750.0,353602
2020-12-29,25000.0,26300.0,25000.0,26300.0,519564
2020-12-30,26300.0,28250.0,25950.0,27700.0,866461
2021-01-04,27800.0,27850.0,26900.0,27800.0,504131
2021-01-05,27500.0,27700.0,26800.0,27250.0,416770
2021-01-06,27400.0,27400.0,26400.0,26900.0,362091
2021-01-07,26900.0,28300.0,26550.0,27200.0,424885
2021-01-08,27500.0,27900.0,26750.0,27850.0,410085
2021-01-11,28450.0,29150.0,27250.0,28150.0,568201
2021-01-12,28350.0,28800.0,27650.0,28300.0,243871
2021-01-13,28150.0,28400.0,27900.0,28200.0,189869
2021-01-14,28300.0,28350.0,27500.0,27550.0,217870
2021-01-15,27450.0,28800.0,27300.0,28450.0,304314
2021-01-18,28450.0,28550.0,27400.0,27700.0,263159
2021-01-19,27750.0,28300.0,27550.0,28250.0,254984
2021-01-20,28300.0,28650.0,27650.0,27950.0,286582
2021-01-21,28250.0,28350.0,27200.0,27350.0,349033
2021-01-22,27400.0,27700.0,26750.0,27000.0,286335
2021-01-25,26950.0,27400.0,26200.0,26450.0,276007
2021-01-26,26750.0,26750.0,25550.0,26250.0,465398
2021-01-27,26450.0,26500.0,25650.0,25700.0,217156
2021-01-28,25200.0,25300.0,24250.0,24950.0,428239
2021-01-29,24950.0,24950.0,23200.0,23800.0,443164
2021-02-01,23600.0,23800.0,23300.0,23500.0,216462
2021-02-02,23900.0,26150.0,23550.0,25850.0,516471
2021-02-03,25850.0,27700.0,25050.0,27600.0,1005263
2021-02-04,27900.0,28700.0,27200.0,28300.0,903910
2021-02-05,28250.0,28250.0,27150.0,27700.0,371590
2021-02-08,27850.0,28000.0,26600.0,26700.0,255227
2021-02-09,26800.0,27200.0,26700.0,27100.0,165890
2021-02-10,26800.0,27200.0,26200.0,26450.0,142260
2021-02-15,26300.0,26500.0,25850.0,26000.0,204798
2021-02-16,26150.0,26450.0,25900.0,26300.0,171908
2021-02-17,26300.0,26600.0,25800.0,26350.0,109061
2021-02-18,26100.0,26800.0,26000.0,26350.0,127882
2021-02-19,26250.0,26500.0,24850.0,25450.0,327920
2021-02-22,25550.0,25800.0,25000.0,25550.0,156468
2021-02-23,25550.0,25550.0,24950.0,24950.0,101464
2021-02-24,24750.0,24800.0,23550.0,23700.0,246590
2021-02-25,24250.0,24800.0,24100.0,24600.0,89530
2021-02-26,23700.0,24500.0,23600.0,24500.0,119211
2021-03-02,24700.0,24750.0,23850.0,24000.0,75277
2021-03-03,23900.0,24750.0,23850.0,24300.0,92580
2021-03-04,24000.0,25450.0,23850.0,24450.0,162929
2021-03-05,24150.0,24400.0,23850.0,24400.0,95398
2021-03-08,24550.0,24650.0,24050.0,24050.0,115677
2021-03-09,23950.0,24150.0,23300.0,23700.0,174067
2021-03-10,23800.0,24200.0,23350.0,23500.0,80033
2021-03-11,23450.0,24500.0,23450.0,24300.0,146726
2021-03-12,24500.0,24900.0,24400.0,24900.0,136459
2021-03-15,24750.0,24950.0,24350.0,24700.0,81924
2021-03-16,24950.0,25000.0,24600.0,24800.0,83493
2021-03-17,24700.0,24900.0,24100.0,24400.0,93267
2021-03-18,24700.0,24750.0,24150.0,24250.0,117955
2021-03-19,23850.0,24350.0,23750.0,23750.0,219829
2021-03-22,24000.0,24350.0,23850.0,24350.0,91936
2021-03-23,24350.0,24400.0,23800.0,24050.0,143596
2021-03-24,23900.0,24700.0,23850.0,24350.0,113617
2021-03-25,24300.0,24450.0,24000.0,24400.0,109868
2021-03-26,24850.0,24850.0,24400.0,24650.0,186111
2021-03-29,24600.0,24700.0,24200.0,24600.0,177684
2021-03-30,24550.0,24750.0,24400.0,24700.0,129660
2021-03-31,24700.0,26500.0,24650.0,26300.0,533535
2021-04-01,26400.0,26450.0,25600.0,25700.0,225177
2021-04-02,25600.0,25800.0,24950.0,25450.0,259297
2021-04-05,25250.0,25950.0,24950.0,25450.0,128182
2021-04-06,25600.0,26000.0,25000.0,25200.0,124706
2021-04-07,25200.0,25750.0,25150.0,25600.0,97027
2021-04-08,26050.0,27150.0,25800.0,26550.0,589491
2021-04-09,26450.0,26550.0,25850.0,26000.0,224743
2021-04-12,26000.0,26850.0,26000.0,26600.0,206747
2021-04-13,26750.0,26900.0,26250.0,26650.0,171970
2021-04-14,26750.0,28250.0,26600.0,27900.0,491040
2021-04-15,28000.0,28700.0,27500.0,27900.0,264590
2021-04-16,27850.0,27900.0,27050.0,27250.0,228315
2021-04-19,27300.0,27950.0,26900.0,27500.0,188969
2021-04-20,27500.0,27600.0,27100.0,27300.0,96946
2021-04-21,27250.0,27250.0,26350.0,26800.0,204505
2021-04-22,26900.0,27350.0,26600.0,27250.0,116044
2021-04-23,27400.0,27800.0,27000.0,27700.0,232415
